chr	start	end	score
chr2	84965813	84966071	546.960402837656
chr2	90416370	90416915	359.936895690732
chr2	91527528	91527823	373.678221066202
chr2	91530564	91530933	606.353823749897
chr2	92339955	92340486	503.64553630368
chr2	94071422	94071786	647.033404516373
chr2	94071842	94072619	573.902464427884
chr2	102639341	102639952	452.058468710134
chr2	102974892	102975106	594.345393003445
chr2	103343348	103343569	353.890383072351
chr2	103359102	103360565	508.579826133193
chr2	103370692	103371017	717.241271958472
chr2	103404637	103404937	259.592887628740
chr2	103493939	103494366	654.060275168054
chr2	103739998	103740252	446.989442192789
chr2	103743227	103743689	447.890678850621
chr2	103901558	103901772	604.420985526919
chr2	104021400	104021724	440.10231860362
chr2	105116690	105117062	451.694483973549
chr2	105137960	105138743	265.375057435163
chr2	109378875	109379346	543.583419019872
chr2	109842397	109842610	576.747170756246
chr2	114556086	114556411	343.693055751270
chr2	115231465	115231779	538.814477160517
chr2	119347778	119348021	615.214146759475
chr2	121897666	121897957	537.308863298041
chr2	121984696	121985087	597.130246718407
chr2	121986605	121987038	501.700629381527
chr2	121990179	121990628	776.812268165733
chr2	121990821	121991121	544.87111066803
chr2	122529137	122529604	377.366809682529
chr2	122530616	122530976	660.814945179307
chr2	122537138	122537645	634.631339684139
chr2	122538265	122538588	450.536505077704
chr2	125364688	125365085	536.874063556661
chr2	126178157	126178454	609.271285773511
chr2	127639146	127639434	675.288686397347
chr2	127923702	127924174	647.089846119332
chr2	127935985	127936457	454.576174087526
chr2	128222737	128222990	504.532209672994
chr2	130965017	130965238	528.677346076605
chr2	132344638	132344962	298.109174971899
chr2	132388120	132388829	509.429712334456
chr2	132406063	132406639	221.473708918400
chr2	132431544	132432088	463.570406561685
chr2	132438582	132438949	567.312301099358
chr2	132443833	132444454	441.577108675347
chr2	132445478	132445989	531.299593849171
chr2	132447332	132447738	447.349624821229
chr2	132597484	132598030	409.605191570978
chr2	132620932	132621177	325.808324841902
chr2	139919223	139919543	437.627240862067
chr2	140521892	140522184	628.161877570797
chr2	142623155	142624346	620.404708327332
chr2	142627138	142627361	358.283185329951
chr2	143761507	143761863	399.959042951957
chr2	145427802	145428028	511.728041947096
chr2	146196232	146196881	623.02597481654
chr2	146254864	146255442	530.832617868843
chr2	146328733	146329412	517.663774740554
chr2	147680624	147681492	426.195964578179
chr2	147695435	147695693	680.955139408027
chr2	147696749	147697791	447.257737533402
chr2	147714014	147714335	550.053784854158
chr2	147800014	147800336	508.526220007984
chr2	148440430	148440938	492.496221227134
chr2	148442431	148442899	424.268397782183
chr2	152757589	152757863	405.185802760833
chr2	152803187	152803410	518.206001502374
chr2	152891163	152891859	435.174726796842
chr2	155703185	155703449	495.563243789665
chr2	157894225	157894667	607.180873845932
chr2	158177041	158177508	500.266577192454
chr2	158238408	158239387	501.971846480942
chr2	158366183	158366442	400.179216228781
chr2	158369194	158369634	536.11869809439
chr2	158370408	158370658	585.555867268809
chr2	160395851	160396254	397.201392820278
chr2	163601387	163601947	632.842504731538
chr2	163602451	163602661	466.146929271775
chr2	163602806	163603231	580.584006780811
chr2	163659348	163659593	444.008723989302
chr2	163659640	163660259	601.105644770153
chr2	163660545	163660801	378.573922716468
chr2	164484538	164484785	586.384952314106
chr2	164486281	164486537	501.757054713025
chr2	164501006	164501225	634.404607281079
chr2	164508154	164508470	384.680181135376
chr2	166179332	166179733	554.622645379711
chr2	166279386	166279748	354.38573493789
chr2	166919327	166919904	692.235870075734
chr2	167023631	167023951	428.830003659646
chr2	167381969	167382219	305.380323802772
chr2	167387349	167387569	312.720341836507
chr2	167886570	167886930	462.93917289875
chr2	167906364	167906612	568.701720779039
chr2	168022027	168022858	444.729718671259
chr2	169414863	169415153	572.095572614253
chr2	169460266	169460486	480.527572144079
chr2	172515303	172515669	511.895088570807
chr2	172904436	172904688	563.317940939845
chr2	173037042	173037622	454.285190628517
chr2	173187373	173187810	467.173458103533
chr2	173187861	173188361	518.795696053817
chr2	173210780	173211102	698.338266205795
chr2	173215860	173216410	493.33537738036
chr2	178298773	178299654	444.602945382685
chr2	178949393	178949678	605.866538771675
chr2	178980286	178980867	575.679407589538
chr2	180388782	180389641	581.213765606277
chr2	180945866	180946150	494.82650454967
chr18	3451255	3451882	338.648276941821
chr18	4011791	4012038	381.170163730724
chr18	5015488	5016144	505.601800188882
chr18	5018689	5019113	254.745249797312
chr18	5105105	5106088	463.402995061905
chr18	5106366	5106798	577.759884750866
chr18	5106847	5107214	569.239970615026
chr18	5177612	5178474	350.309089257835
chr18	6345947	6346460	568.851596222372
chr18	8934740	8935098	394.925496828669
chr18	8981543	8981762	533.277559755006
chr18	9147658	9147881	660.589805182267
chr18	9568796	9569133	593.883136854891
chr18	10006074	10006365	398.567949133016
chr18	10017330	10017624	548.332999106988
chr18	10888173	10888534	628.178713603043
chr18	11127422	11127820	548.432441929602
chr18	11198595	11198998	387.007038979937
chr18	11272036	11272291	661.021977988734
chr18	11272355	11272571	453.097985800361
chr18	11272726	11273122	273.88976011233
chr18	11273258	11273549	615.190584266887
chr18	11273599	11273951	456.578895408035
chr18	11366847	11367071	282.08537489146
chr18	11383076	11383502	500.904948488441
chr18	12581099	12581320	530.167027084756
chr18	13009876	13010257	482.569443655432
chr18	13014985	13015414	518.031465836774
chr18	13088048	13088734	616.815968823671
chr18	13226150	13227004	436.708631607877
chr18	13228282	13228512	443.294595764516
chr18	13228710	13229062	635.79486707742
chr18	13229449	13229671	579.337328098774
chr18	13229824	13230034	505.226963408189
chr18	13234516	13234767	403.185216659663
chr18	13278691	13279014	536.454973239464
chr18	13562500	13562825	424.795814236615
chr18	14036071	14036938	581.971912797357
chr18	17043586	17044061	514.08774581664
chr18	17109677	17109964	491.934471738644
chr18	20449146	20449402	404.667170183615
chr18	20452186	20452995	412.20444549479
chr18	20453129	20453836	387.431780185587
chr18	20453891	20454215	548.289392521794
chr18	20454376	20455079	624.308351192294
chr18	20549617	20549838	485.961730407836
chr18	20549886	20550375	563.481663233807
chr18	21020189	21020511	531.543731405914
chr18	21043922	21044344	492.26243596807
chr18	21065228	21065589	345.751412609800
chr18	21066847	21067452	643.57523456972
chr18	21333572	21334150	445.642250258105
chr18	21344914	21345145	521.034985395805
chr18	21347039	21347290	519.352227854833
chr18	21547453	21547754	588.172584685692
chr18	21547820	21548168	389.618408393272
chr18	21575931	21576570	390.575980890278
chr18	21700639	21700994	523.834581258755
chr18	21701298	21701547	502.717558205476
chr18	24229357	24229717	443.129997729101
chr18	32387934	32388179	547.83236361758
chr18	32388427	32388788	349.157462545406
chr18	32392268	32392705	480.461598636403
chr18	32395490	32395773	411.755722581490
chr18	32594789	32595160	439.570299764338
chr18	32595263	32595488	479.631982274362
chr18	32595540	32595833	555.420562000873
chr18	32602625	32602946	587.983751741478
chr18	32604752	32605005	282.332259982514
chr18	33014633	33015119	506.364908096637
chr18	33654137	33654459	422.475254882839
chr18	34944976	34945450	517.007201152232
chr18	35305209	35306171	455.616474254498
chr18	35801922	35802881	761.673458480716
chr18	36253623	36254164	528.418100451545
chr18	37104383	37104634	472.43286190213
chr18	37106926	37107396	422.411008834482
chr18	38650880	38651590	429.598514040299
chr18	38755246	38755464	532.211872001905
chr18	39042084	39042747	601.92003456466
chr18	39112703	39112917	654.092650936401
chr18	39113105	39113383	536.69840785977
chr18	39113456	39113972	348.926570264825
chr18	39127394	39127847	329.396368957735
chr18	39221413	39221858	704.581624191675
chr18	39310110	39310619	547.602751494082
chr18	39313692	39313953	504.758734566973
chr18	39447823	39448227	607.662159721085
chr18	39473657	39473884	535.577682113925
chr18	39482134	39483357	599.085104605535
chr18	39583437	39583905	518.693575865621
chr18	39806362	39806652	372.004721915569
chr18	39806705	39806969	478.658351735385
chr18	39807288	39807511	582.695797824881
chr18	39807579	39807945	599.294643139562
chr18	40038232	40038479	597.602150634583
chr18	42715767	42716036	455.149520292683
chr18	42995628	42995876	347.495392845684
chr18	43231427	43231867	608.16019945826
chr18	43691379	43691630	478.020570758012
chr18	44999192	44999868	398.2277613304
chr18	45078075	45078330	560.951377203887
chr18	46007513	46008190	480.984946310285
chr18	46014429	46015347	490.178098863931
chr18	46998673	46999029	412.58617229561
chr18	46999094	46999669	493.520354066414
chr18	47049584	47050056	390.304322149963
chr18	47052526	47052876	509.59032724798
chr18	47052923	47053754	307.152401327042
chr18	47060984	47061283	596.241826202455
chr18	47075700	47076165	528.789303345343
chr18	47080522	47080954	600.703698163042
chr18	47094292	47094583	380.890943688398
chr18	50444149	50444773	596.556703475925
chr18	51610477	51610690	530.544639825298
chr18	51630618	51630956	637.157032146956
chr18	51644968	51645259	449.245006208047
chr18	55344795	55345155	388.811499081571
chr18	55485260	55485521	432.430883332587
chr18	59608181	59608651	397.954885879419
chr18	60727374	60727838	560.730736635949
chr18	60731807	60732467	517.270874465893
chr18	60741002	60741478	586.822452887297
chr18	60898137	60898628	538.61981398888
chr18	60902531	60902903	656.838493950124
chr18	61118028	61118672	464.099839212711
chr18	61119512	61119968	401.908558309602
chr18	61120089	61121441	440.492536338620
chr18	61173202	61174236	446.372728631177
chr18	61174387	61174676	658.839132605677
chr18	61873546	61873765	573.216047575754
chr18	62054829	62055443	547.214737815042
chr18	62194572	62195195	398.552378288191
chr18	62195925	62196328	708.51250404515
chr18	62198324	62198862	453.558472964312
chr18	62237841	62238237	460.751757733162
chr18	62349782	62350072	582.126850738855
chr18	62359483	62360297	618.709612092815
chr18	62377621	62378000	465.759743983532
chr18	62378164	62378413	561.896243216246
chr18	62378470	62378827	381.456054671487
chr18	62421649	62421868	265.125368502539
chr18	62427965	62428611	411.691511199706
chr18	62428705	62429470	557.812839622922
chr18	62658452	62658728	504.534386661726
chr18	64845303	64845658	665.243861026233
chr18	64858391	64858659	583.544444252453
chr18	64863761	64864013	482.067998795205
chr18	64870413	64870624	546.801636098616
chr18	65053427	65053862	509.583066145968
chr18	65139993	65140267	510.173522575884
chr18	65152514	65152730	412.89006489681
chr18	65152829	65153368	504.762427766312
chr18	65175176	65175709	539.378400272436
chr18	65545265	65545576	562.727023936583
chr18	65545713	65546075	536.18229742572
chr18	65546368	65546857	622.367609636543
chr18	65573570	65573911	684.410646434612
chr18	65613843	65614142	524.606984980905
chr18	65746451	65746904	560.559042076605
chr18	65748123	65748350	514.31984329
chr18	65748823	65750202	516.222207973468
chr18	65752166	65752454	498.304217292692
chr18	65752560	65752819	511.585610632115
chr18	65760300	65760742	395.092739615921
chr18	65760796	65761630	588.799994877564
chr18	66929908	66930207	380.3641322462
chr18	68531372	68531831	403.792675277328
chr18	68583665	68584065	304.387820467087
chr18	68706360	68706678	501.574454006448
chr18	68824816	68825032	624.961562459977
chr18	68825079	68825545	609.654064682077
chr18	69017125	69017519	360.759113232766
chr18	73779783	73780256	425.083722325414
chr18	74368522	74368740	537.36549731291
chr18	75268826	75269162	427.346493417511
chr18	75297734	75298280	399.173371909697
chr18	75413597	75414099	513.414061096978
chr18	75466934	75467193	555.283945017929
chr18	75489486	75489823	624.840743862035
chr18	75920341	75920561	436.228476666589
chr18	75975652	75976247	417.327985654908
chr18	75978697	75978910	562.295003741108
chr18	76198414	76198775	412.994720938173
chr18	76198840	76199246	546.524670757537
chr18	77082462	77082743	548.271333902056
chr18	77083215	77083765	617.010370734075
chr18	80637567	80637969	317.87100051272
chr18	80684326	80685061	647.038938194282
chr18	80685275	80685625	477.406079098618
chr18	80980910	80981422	446.102805287194
chr18	81621705	81622486	456.429800110841
chr18	81628774	81629558	526.637274874896
chr18	83155645	83155935	433.901973025232
chr18	84601431	84601967	576.809258509194
chr18	84602057	84602489	463.397996042573
chr18	85138418	85138941	591.215650135728
chr18	85367149	85367702	651.43418120186
chr18	85370160	85370760	320.341253766214
chr18	85383468	85383727	457.640651692609
chr18	85396932	85397264	617.091614049645
chr18	85418077	85418548	393.124040412167
chr18	85420928	85421546	596.399072934766
chr18	85421730	85422199	430.463799972965
chr18	85428173	85428476	639.871914070033
chr3	5242807	5243130	299.684726868046
chr3	10258295	10258614	542.218687295966
chr3	10361644	10362673	742.453040435428
chr3	10364132	10364490	388.351273981092
chr3	10375072	10375539	458.776732422803
chr3	10393684	10393936	564.937287270776
chr3	14888502	14888836	560.117981907916
chr3	14919464	14920116	508.130631816822
chr3	17954736	17954953	380.081790219129
chr3	18736771	18737095	427.484104452201
chr3	18737153	18737520	649.839901393342
chr3	19627971	19628183	445.792426876991
chr3	19636196	19636444	529.640298852566
chr3	21478819	21479041	546.192181066777
chr3	21673037	21673588	542.153020322609
chr3	21777649	21778039	524.023607920558
chr3	21867658	21868066	359.061338844974
chr3	24551753	24552186	577.135995092752
chr3	26910380	26910596	485.176521330724
chr3	27047969	27048506	369.870514001048
chr3	27368208	27368646	617.170103825866
chr3	27530447	27530918	552.309070950617
chr3	28464483	28464816	497.773744452636
chr3	28465053	28465806	695.894288060758
chr3	28473129	28473706	601.222666356286
chr3	28481779	28482038	428.533873247337
chr3	28488687	28489084	567.618233228347
chr3	29487436	29487685	545.691622212442
chr3	29487905	29488468	388.587233320331
chr3	29488516	29489645	600.525372341674
chr3	30844620	30845065	591.859466898079
chr3	30848435	30848691	597.263104768445
chr3	30906127	30906950	390.693981946755
chr3	32175924	32176279	504.082763773857
chr3	34283370	34283687	385.904187454998
chr3	35144529	35144863	391.339510444769
chr3	35144929	35145258	629.204197931995
chr3	35680439	35681114	597.993562213666
chr3	35682611	35682831	614.122952326011
chr3	35684102	35684353	406.426031608209
chr3	35684401	35684993	461.09174821516
chr3	36719525	36720299	536.753116944715
chr3	37709192	37709661	503.043764431806
chr3	37932039	37932470	663.409634274697
chr3	37955490	37955778	597.005723201225
chr3	41242018	41242241	495.116940827242
chr3	41317105	41317322	411.144157980998
chr3	51010510	51011019	633.80670141266
chr3	51180655	51181688	372.224909551816
chr3	51226828	51227222	579.663717324299
chr3	51227535	51228081	512.024642691114
chr3	51257877	51258192	455.376044952338
chr3	51262604	51262859	431.119923757924
chr3	51263281	51263674	442.339137433356
chr3	52586939	52587383	600.122456060288
chr3	52587589	52587955	548.945467494961
chr3	52685904	52686979	389.863281157075
chr3	52703186	52703403	537.164383365464
chr3	52707878	52708929	449.215042973134
chr3	52738127	52738377	466.934226461148
chr3	52738435	52738820	610.846983166186
chr3	54853528	54854273	482.433851309831
chr3	55213738	55214429	585.120193305548
chr3	57454695	57455163	569.451639481615
chr3	57497627	57497908	501.925311044605
chr3	57535800	57536606	489.414269322934
chr3	58329656	58329910	657.696055803338
chr3	58357908	58358973	378.990893141916
chr3	58705885	58706206	523.691058366121
chr3	60329930	60330204	592.95764627459
chr3	60691400	60691802	428.009427299936
chr3	60694650	60694998	418.800498255785
chr3	62496887	62498439	592.510563534787
chr3	65603374	65603590	319.218784024685
chr3	65604323	65605074	550.403605754072
chr3	65618455	65619039	495.833233679788
chr3	65619088	65619458	605.069574421419
chr3	65619935	65620163	601.5086862516
chr3	65620244	65620499	383.105372239467
chr3	66081094	66081390	375.559104059265
chr3	66096277	66096838	518.462721024598
chr3	67858944	67859336	504.325922074128
chr3	69622732	69623063	621.631409365475
chr3	69698213	69698727	562.215630796682
chr3	76164759	76165230	515.063950430357
chr3	76165337	76165724	525.120903934285
chr3	79607706	79608332	322.453080679259
chr3	79627358	79627611	385.955741022171
chr3	79628131	79628605	540.871371587148
chr3	79724951	79725247	544.986396892396
chr3	79769286	79769512	567.061455126211
chr3	82386177	82386614	549.158311432262
chr3	82417896	82419224	626.713768920999
chr3	82507433	82507799	357.261101562454
chr3	82507876	82508452	634.31054474596
chr3	83403321	83403588	589.31346614049
chr3	83406006	83406837	579.081467765065
chr3	83416567	83417113	601.255181245643
chr3	83418857	83419423	497.348259764224
chr3	83421845	83422386	453.572864843184
chr3	83435114	83436261	508.527578643381
chr3	83446292	83446585	514.312752330488
chr3	83448162	83449044	389.014378233091
chr3	84297048	84297693	571.201166273124
chr3	84393957	84394261	371.098327025922
chr3	84457881	84458358	440.913623981475
chr3	84614183	84614435	524.580346256345
chr3	84632021	84632242	423.998327407406
chr3	84685578	84685904	459.332141082671
chr3	84685971	84686525	424.25764709299
chr3	84687807	84688280	492.295501130994
chr3	84688764	84689454	410.353860400777
chr3	84697157	84698161	561.32587796741
chr3	86481727	86482012	481.830462749529
chr3	86482606	86482858	673.265323951316
chr3	86482974	86483540	559.08794143783
chr3	87997151	87997689	353.186961197653
chr3	88911516	88912676	376.489882175642
chr3	88946062	88946409	541.40145045554
chr3	89060220	89060968	485.960282487023
chr3	89704868	89705467	595.230900216818
chr3	90334967	90335325	556.207588453151
chr3	90721780	90722108	768.26620609012
chr3	93768795	93769021	529.919633516568
chr3	93783670	93784066	301.7678591777
chr3	94352599	94352810	517.486903513499
chr3	94353109	94353408	625.85737091259
chr3	95289750	95290620	469.849256864872
chr3	95314587	95314949	589.848582418549
chr3	96128091	96128605	301.567011626621
chr3	96528219	96529309	652.52727912531
chr3	96577598	96578495	436.209170738878
chr3	96580098	96580433	534.537141400492
chr3	97225599	97226406	652.250008416405
chr3	97226457	97227558	451.27895460722
chr3	97610751	97611112	559.313810599283
chr3	97756953	97757274	382.850377474788
chr3	97964978	97965439	473.581913530739
chr3	98016721	98017050	462.717706838111
chr3	98177832	98178262	538.615204396778
chr3	98242606	98243087	208.894187456614
chr3	98267400	98267870	504.358449982755
chr3	100404647	100405042	407.764819762313
chr3	101443427	101443823	395.482183166669
chr3	101450449	101450941	504.082054948801
chr3	101453604	101454042	452.406490232433
chr3	102316607	102317087	569.131733744837
chr3	103732369	103732771	707.558458852548
chr3	104372210	104373213	522.219402681931
chr3	104472953	104473305	382.778534508075
chr3	104507135	104507806	517.671280791182
chr3	104527543	104527862	432.934094124905
chr3	104528416	104529094	677.089487508951
chr3	104550587	104550906	667.798184896531
chr3	104551460	104552138	389.285802209888
chr3	104587683	104587945	513.96560761346
chr3	104589444	104589722	477.710798510425
chr3	106923572	106923804	476.721406186687
chr3	106924253	106925046	473.443490421303
chr3	106926570	106926894	599.074285375702
chr3	107609615	107610461	569.559049696624
chr3	108077385	108078070	444.901770754142
chr3	108393339	108393801	523.695476788488
chr3	108394244	108394530	361.642975778591
chr3	108493890	108494275	642.806963739594
chr3	108913291	108913663	449.189837470738
chr3	116094949	116095530	501.615159406003
chr3	116140237	116140487	466.021587014931
chr3	117298264	117298696	717.62297129896
chr3	117314581	117314833	611.953058024432
chr3	117315081	117315350	548.548449731928
chr3	117409809	117410532	411.08332993356
chr3	118841761	118841984	541.983345374878
chr3	118913060	118913483	670.935674957685
chr3	118917521	118917849	463.879360896083
chr3	118944938	118945388	320.257155128949
chr3	121558258	121558487	571.96918675586
chr3	121559450	121560845	507.091062121251
chr3	121572519	121573189	442.634800785827
chr3	121573247	121573604	414.100519361267
chr3	121598846	121599404	658.963455175117
chr3	121671178	121671434	615.64503940151
chr3	121757034	121757387	388.280012049153
chr3	121800277	121800576	415.266470607945
chr3	121914292	121914834	303.655161653453
chr3	122062650	122063071	279.309161979007
chr3	122066714	122068048	600.342065239842
chr3	122070132	122070678	588.328706148026
chr3	122105167	122105418	525.567003192197
chr3	122196551	122197014	460.313025479024
chr3	122236478	122236809	337.237899053606
chr3	122250086	122250799	587.094910232868
chr3	122258520	122258878	476.454421519223
chr3	122629192	122629590	552.327745819176
chr3	122810957	122811245	455.151863962856
chr3	122866334	122866650	481.049330362359
chr3	122892432	122892689	568.835778660017
chr3	123280298	123281035	558.664255161888
chr3	123287794	123288077	408.547467810007
chr3	127176595	127177068	380.293297201997
chr3	127602580	127603040	581.605942237357
chr3	129978241	129978689	445.144859150765
chr3	130097727	130097985	634.950569318206
chr3	130115886	130116218	444.997507528811
chr3	130124537	130125107	659.81698369067
chr3	130426404	130426828	545.810405643319
chr3	131197609	131198017	532.87093640232
chr3	131268607	131268964	469.121817432457
chr3	131273135	131273575	560.450794240054
chr3	131601231	131601448	569.766973391889
chr3	131949078	131949445	615.22620868236
chr3	132033668	132034391	405.650326462607
chr3	132035530	132036243	417.288253709743
chr3	132037871	132038155	578.362118790383
chr3	132205364	132205695	590.322901790246
chr3	133174523	133174835	491.7831282616
chr3	134296321	134296714	368.066517492332
chr3	134297221	134297988	275.798752623416
chr3	134305455	134306182	430.303129047447
chr3	135834655	135835228	536.783400692753
chr3	136373226	136373640	466.661550492292
chr3	137367604	137367885	335.656911143982
chr3	138687281	138687607	589.788816930861
chr3	138782762	138783409	450.139606499065
chr3	138783925	138784526	432.252902169603
chr3	138785897	138786141	509.294101938087
chr3	138793555	138794330	495.602027926556
chr3	138794968	138795354	388.173262007288
chr3	138798113	138798435	547.454786970704
chr3	138798687	138799151	583.378928745922
chr3	138819759	138820471	497.952972230041
chr3	138833476	138834012	503.625207695588
chr3	138931419	138931751	504.140806940169
chr3	138967323	138967675	591.743864066675
chr3	143259341	143259555	627.540228452728
chr3	143265671	143266316	434.044127126254
chr3	144677123	144677488	309.194130949203
chr3	144831095	144831666	503.433829599627
chr3	145179341	145179670	501.188400971518
chr3	145209920	145210360	340.92477127776
chr3	145285680	145286155	534.040628896593
chr3	146196621	146196904	558.216317670328
chr3	146197276	146197776	421.287151567712
chr3	146330837	146331323	384.003681979703
chr3	146331551	146332118	451.044235875861
chr3	146333666	146333983	433.296293018308
chr3	146361450	146361894	617.411301930453
chr3	146477024	146477318	462.052874843617
chr3	146556409	146557036	308.486639587062
chr3	146662514	146662843	378.546683237387
chr3	147166002	147166398	434.016927189418
chr3	147170341	147170755	479.981949774927
chr3	147171586	147171882	468.782871632366
chr3	149756459	149757197	579.427710467331
chr3	149802743	149803138	621.848329874523
chr3	150025126	150025927	164.213236071963
chr3	150134174	150134467	504.239310002759
chr3	152437022	152437345	399.770327426413
chr3	152437626	152437886	420.764171409567
chr3	154512313	154512637	289.785314328186
chr3	158539666	158539882	722.758992382615
chr7	6513603	6513897	551.53911792846
chr7	7220910	7221260	590.961367458582
chr7	8184421	8184646	362.718628600233
chr7	10758297	10758515	349.456498955053
chr7	13289749	13290366	471.718795976304
chr7	14192439	14192692	485.401750844743
chr7	14740284	14740499	638.3639691305
chr7	14743885	14744709	417.073975568504
chr7	15091488	15091950	615.267523317334
chr7	15236090	15236811	496.75527274567
chr7	15273223	15274021	553.243180838954
chr7	15804476	15804766	516.205662589307
chr7	15877966	15878845	543.257787205064
chr7	15984040	15984506	462.889115074336
chr7	15986269	15986767	527.496967063185
chr7	15996385	15996893	444.777123625799
chr7	16059715	16060191	569.529982391941
chr7	16530060	16530801	536.559235478393
chr7	17793357	17793604	355.294356143000
chr7	19925816	19926680	520.204051231464
chr7	19944610	19945010	482.515775261534
chr7	20029716	20030100	460.831389140873
chr7	22710540	22711041	593.253925307502
chr7	23074316	23074854	425.179645722823
chr7	23534258	23534504	724.040333889366
chr7	23980721	23980968	725.368197931525
chr7	26631590	26631851	457.1535475549
chr7	26672200	26672412	502.240270633099
chr7	26672535	26672924	729.526521707697
chr7	27266188	27266555	496.956777813844
chr7	30837873	30838598	385.81945591079
chr7	30838705	30838927	444.006218769925
chr7	31891925	31892647	412.820710789067
chr7	32212868	32213498	534.069736898099
chr7	32543391	32543640	559.683897539225
chr7	33110266	33110778	511.575233424269
chr7	34127331	34127981	425.709218792957
chr7	34140349	34140562	403.78561728842
chr7	34145802	34146205	449.672445128268
chr7	34153890	34155051	568.634809526538
chr7	34228838	34229308	339.500273933138
chr7	34237709	34237953	419.594336366344
chr7	34416003	34416450	433.658772006509
chr7	36285406	36285969	574.150012343128
chr7	36286113	36287027	600.897493986743
chr7	36469866	36470093	570.685392079939
chr7	36839719	36840854	562.355920535713
chr7	36900116	36900728	546.193398207433
chr7	36919985	36920313	485.710809791031
chr7	36968413	36968665	417.253375806787
chr7	50844478	50844781	496.701387217894
chr7	50909573	50909824	587.958275710753
chr7	51784437	51784798	407.237087550167
chr7	52834168	52834616	362.492437979955
chr7	52901210	52901624	549.46363672237
chr7	52940835	52941247	359.85476433331
chr7	52944599	52944818	601.729801501633
chr7	53034542	53035774	513.834469621876
chr7	53342165	53342792	443.201676276354
chr7	54498941	54499190	424.166105628362
chr7	55307279	55307519	468.464152834446
chr7	55314683	55315129	473.354226392398
chr7	55315741	55316110	386.415213846922
chr7	55732766	55733167	338.476559261602
chr7	55748317	55749024	553.06845194719
chr7	55752363	55753143	487.548155186562
chr7	55784814	55785249	454.601850840860
chr7	55950610	55951157	375.332360604256
chr7	57395399	57395718	672.907758977435
chr7	57395797	57396587	431.408264359801
chr7	57562756	57563155	589.767094497333
chr7	57662218	57662589	337.725598702532
chr7	57833191	57834073	603.366712411424
chr7	58164782	58165203	614.248925575956
chr7	58580576	58581118	429.801465754827
chr7	59323707	59323959	517.394401701927
chr7	59324045	59324446	458.984955312815
chr7	60633806	60634066	537.849303896887
chr7	60640134	60640389	340.41789894795
chr7	62527686	62528075	573.925770845635
chr7	66331381	66331744	321.317547793620
chr7	66333835	66334216	580.324419817691
chr7	66348965	66349643	815.131954440357
chr7	66546409	66546659	570.313051670778
chr7	66837589	66838543	523.693503439151
chr7	66860472	66861131	510.058529794745
chr7	67015119	67015661	648.839567184305
chr7	67112453	67112704	425.192299855151
chr7	68199500	68200151	574.530705513231
chr7	68303436	68303682	605.940881629264
chr7	68341373	68341830	550.050810200613
chr7	68779909	68780721	403.725720903862
chr7	68780961	68781661	439.665167889032
chr7	71250134	71250529	550.390824884792
chr7	71273612	71274017	555.31154800184
chr7	71274205	71274685	424.311318333241
chr7	71339132	71339795	751.83501793939
chr7	71742304	71742902	548.066130951329
chr7	71742951	71743565	369.669420321182
chr7	71826243	71826775	684.713009235664
chr7	75460001	75460321	515.724552792308
chr7	76567269	76567975	346.315871928525
chr7	77193689	77194050	401.011176414875
chr7	77219713	77219925	612.067730082742
chr7	77235099	77235383	624.091657469027
chr7	77305832	77306330	515.555256953683
chr7	78800519	78800735	437.471938597985
chr7	80045817	80046211	160.934595545536
chr7	80047224	80047687	628.657932666349
chr7	84643197	84643664	586.502510126319
chr7	84645045	84645340	393.833234529416
chr7	84648274	84648569	568.556668743022
chr7	85405326	85405645	571.155313800461
chr7	85559733	85560096	539.0712383619
chr7	85560234	85560517	364.036769879619
chr7	85574141	85574608	604.746290359793
chr7	85609571	85611251	481.683213706425
chr7	85611765	85612061	536.358205835794
chr7	85759476	85759773	587.987617474386
chr7	85761548	85761952	504.290643408221
chr7	85906370	85906650	566.07768186389
chr7	85907809	85908451	655.218768496861
chr7	86358201	86358569	488.948336428566
chr7	86364599	86364857	338.932997434798
chr7	86373332	86373870	362.09440106616
chr7	86442787	86443887	461.148980015117
chr7	86465620	86466165	410.016965102842
chr7	86955444	86955959	387.98268834279
chr7	87252513	87252755	542.405324868994
chr7	87288417	87288732	598.202326330165
chr7	88357128	88357586	528.586877473228
chr7	88410194	88410691	519.365615749713
chr7	88669201	88669530	559.07835569771
chr7	88669764	88670054	591.722218011417
chr7	88672013	88672443	618.027303416584
chr7	88961339	88962344	529.931578436092
chr7	93128173	93128603	643.091386084436
chr7	93128650	93128971	547.658230978528
chr7	96832162	96832445	614.941347202616
chr7	96837231	96837730	411.020793714939
chr7	96837797	96838055	545.282191622181
chr7	96871249	96871677	636.090680812839
chr7	96871724	96872026	677.240177012729
chr7	96872650	96873543	612.206585167291
chr7	97393694	97394018	328.141762378567
chr7	97918874	97919240	569.285688872063
chr7	97919531	97919953	561.695147884139
chr7	99722550	99722948	488.484410506893
chr7	100096959	100097350	622.117838502266
chr7	100531726	100532294	539.470517831546
chr7	101236745	101238216	551.158264550501
chr7	101238584	101238881	431.402672856633
chr7	101573932	101574307	582.777405062674
chr7	101845954	101846423	453.546001001462
chr7	102052240	102053014	349.304623885961
chr7	102055322	102055853	497.389585575625
chr7	102068426	102068652	539.150136235074
chr7	103123319	103123603	446.018849451442
chr7	105829660	105829875	637.050483628371
